	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3
ST7	0	0.0762727123998732	0.00901363395581327	0.0299865809723714	0.00250415165387013
CDC27	12.6194130100776	23.5488087540274	5.51016824157314	5.94917886232424	4.69824133430468
SLC4A1	0	0	0	0	0
CALCR	0	0	0	0.00183954367450754	0
HCCS	0.488426680623671	0	22.7887200487849	26.0286879951091	16.6235847072366
DVL2	0	0	0	0	0
PRSS22	0.240013362563184	0	0.430156208974547	0.32290241615025	0.240780904074388
UPF1	0	0	0.0088328372282112	0.0108498852727582	0.00981569212232116
SKAP2	0.106732299263315	0	0	0	0
SLC25A5	0.367969039453781	0	3.10200155004896	3.16530575819084	2.52973426041249
MCUB	0	0	0.00854710550352927	0	0.0094981662168171
HOXA11	0	0	0	0	0
POLR2J	0	0	0	0	0
DHX33	0	0	0	0	0
MEOX1	0	0	0.00284077786696396	0	0
THSD7A	0	0	0.0111290028623923	0.00427199951221137	0
LIG3	0	0	0.0200195458145024	0.0030136234059931	0.00654328751662367
RPAP3	0	0.0961178742055972	0.17180281158274	0.0610432797588827	0.138850762582666
ACSM3	0	0	0.0728268017537733	0.03313236159635	0.109031296517181
REXO5	0	0	0.217879514321554	0.0434716275107676	0.127217477871212
CIAPIN1	1.1839618665251	1.36803891309474	25.1800873610281	22.5388753785628	23.8897059669017
SPPL2B	0.385625998349259	0.138625320663147	1.39351430949347	0.939085186208448	1.54516114244729
FAM214B	0	0	0.00474098300281581	0.0254783544008443	0.00263426282577507
COPZ2	0	0	0.0244252090555037	0.0250024151515865	0.0180953809757689
PRKAR2B	0.939780148863072	1.7494941556779	4.43797222911578	3.73827171017874	4.25639916446425
MSL3	0	0	0.0473794111443722	0.025442130428281	0.0379780971276721
CREBBP	0.0738693333785993	0.0331933015104535	0.153964585922163	0.135518512798781	0.144941758966059
TSPOAP1	0.226083357061887	0	2.28974378574293	2.02842712741926	1.68992967893997
MPO	0	0	0.00215373972675408	0	0.00239339246532356
PON1	0.969086696867834	0.38707612118927	1.12070985561707	0.857468978493795	1.09926885506883
GCFC2	1.20472470670675	0.70610210591351	6.17350959944808	5.43818550867589	5.70905956826707
WDR54	0	0	0	0	0
CROT	0.287302599091499	0.103279900984122	0.2364766424022	0.232694700885592	0.220404575070397
ABCB4	0.148101942888736	0.0665498417238185	0.843480514294355	0.784921168302296	0.765819613415625
KMT2E	0	0	0.0244325741803571	0.0195390268171258	0.0220603956030858
RHBDD2	0.478821637113498	0.430318516317946	5.04720884762489	3.97571876947248	4.21721560622772
SOX8	0	0	0	0	0
IBTK	0	0	0.346748884788638	0.231872380910343	0.258502032931229
ZNF195	0.732890260888007	1.31730158056514	1.44906499840564	1.19049797148605	1.38469066071231
MYCBP2	0	0	0.000475151061253621	0	0.001056044939663
FBXL3	5.3370071395056	1.48978629925083	10.0170315986062	10.3559466479422	10.1116610413741
ITGAL	0	0.16042134674776	1.15525409699814	1.07703431408257	1.15213045110695
PDK2	4.23574669753254	2.67877405766742	4.09316680093937	3.93833053038737	4.25546405247507
ITGA3	0	0	0	0	0
ZFX	0.253266285869483	0	0.0479125463015285	0.0757182801669379	0.0569803262960018
LAMP2	0.828363165183685	0.0930565738327805	0.086602084875947	0.0393993903619281	0.0229139392649191
ITGA2B	0	0	0.00133384372541908	0	0
ASB4	0	0	0	0	0
GDE1	0	0	0	0.00177124171119439	0
REX1BD	0.169789868353303	0.152590690504435	0.00901630862464289	0.00461468908732545	0.02003915780462
CRLF1	0	0	0.0921687362943778	0.0340696880545548	0.159327176478257
OSBPL7	0.174130205827946	0.156491365489941	1.50722717303791	1.56059277494174	1.53364961942852
TMEM98	0	0	0.0263605784254308	0.019488098025422	0.0260389287841024
YBX2	0.247113736277534	0	1.4221421062619	1.2022107096296	1.17389827791543
KRT33A	0	0	0.110766354803508	0.167092119063711	0.168441194056102
MAP3K14	8.22752933884551	7.07656826146714	9.49395982272361	8.96516117111098	10.8676059735809
ABCC8	0.0454553428940761	0.16340344041943	0.0573278361570428	0.140838199361987	0.120037150088189
CACNG3	0	0	0	0	0
TMEM132A	0.70825563294673	0.141447016091307	0.902647692758912	0.744316156519295	0.743028048978898
AP2B1	0	0	0.187129084842699	0.152626388579814	0.176814351311579
TAC1	2.67379372126463	0.600736713784983	1.11370107715051	1.20814824522789	1.12914860196842
ZNF263	0.0893630886070014	0	1.83885241686796	1.4378399682614	1.6611407127514
CX3CL1	0	0	0	0	0.00283271651852221
SPATA20	1.12572877865498	0.626288003653671	3.03166408743438	2.70410231668318	2.85179237231193
CACNA1G	0	0	0.000754943352838564	0	0.000838948044642834
TNFRSF12A	6.19255255790725	5.28700319967476	13.9963188611314	10.2877226564884	10.7574249217192
DLX6	0	0	0.158760313837689	0.218939871662673	0.149472048980252
MAP3K9	0	0	0.000613292428246539	0	0.000681535219214936
RALA	0.479624355700444	0	0.615509808526369	0.653953921418038	0.639185584249279
BAIAP2L1	0	0	0.126052520493867	0.166127849937932	0.234631893834534
KDM7A	0	0	0.0129601023949868	0.00829148124562101	0.00810124301842245
ETV1	0.595103334738045	0.508080182683253	0.342877604478164	1.10550720439938	1.05266279511287
AGK	1.23029005291806	10.7922572460959	6.24557641796962	6.63232244060917	6.42049220830104
ALDH3B1	16.2348428907212	8.4592723125557	43.8864569970588	42.081294767635	44.2178412731829
TTC22	0	0	0.00372913108309359	0.00254483754283861	0.00414408209386166
PHTF2	0	0	0.0114215961382606	0.0125908530615322	0.00976346891648878
CCL26	0	0	0.365824590018266	0.242303859018632	0.215222257866192
FARP2	0	0	0.0650154840999361	0.0443679348128702	0.00469918320239159
USH1C	0	0	0	0	0
GGCT	0	0	0	0	0
DBF4	0	0	0	0	0
TBXA2R	1.22919840247182	0	1.0253428163733	0.854692299114937	0.939958831018982
IFRD1	0	0.068913244036444	0.00203597963448449	0.00312613955192042	0
LGALS14	0	0	0.630219027897813	0.739728535004791	0.569614168956823
COX10	0.21173470113626	0.152229315275295	1.02205183167286	0.798752408500224	0.913370782951217
GTF2IRD1	0	0	0	0	0
PAF1	17.6676783715282	9.74331714315686	34.6868307268873	32.3880496323699	40.7798267580706
VPS41	0	0	0.0333168421765861	0.0320980438065775	0.0206899392774417
ARHGAP44	0.0613808041569009	0	0.169493448120835	0.197688587596866	0.15847046389287
ELAC2	0	0	0	0	0.0012055834369032
SCIN	0	0	0.0490037847255825	0.0702265496968051	0.0726087667744383
ARSD	0	0	0.00973045262544189	0.0210275079890015	0.00961172243119407
PNPLA4	7.88420323907347	3.09050948504804	19.6954402532448	18.7725917351219	19.2167136979327
MYH13	0.093495401364482	0	1.25611027719882	0.991027102528079	1.20553379523227
ADIPOR2	0	0	0.0351738090274505	0.0906793132611474	0.0390876986932426
CDKL3	0	0	0	0	0
UPP2	0	0	0	0	0
PRSS21	0	1.0457155607523	4.30981385772648	4.00449205724517	3.92248430901338
MARK4	0	0	0	0	0
PROM1	0	0	0	0	0
CCDC124	0	0	0.0594528116865751	0.0655391424262537	0.0609861184240544
CEACAM21	0	0.260106538694965	10.1859546196811	9.6164448503746	10.0981973735908
PAFAH1B1	0	0	0	0	0
NOS2	0	0	0.00690724256991283	0.00707047157276052	0.00767583107542278
DNAH9	0	0	0.0484265345467361	0.0312113261097781	0.0518219410554515
KIAA0100	0	0	0.00987379551507145	0.00758034662145694	0.0118868541949253
SLC13A2	0	0	0	0	0
GAS7	0	0	0.00150420594381419	0.00307950539094788	0
TRAPPC6A	0	0	0	0	0
MATK	0	0	0.00367145481694617	0.00375821706725152	0
CEACAM7	0	0	0	0	0
CD79B	0	0	0	0	0
SCN4A	0	0	0	0	0
ST7L	0	0	0	0	0
TKTL1	0	0	0	0	0
PAX6	0.0277238168685804	0	0.00147221086608104	0.000753500761872512	0.00163602795197368
RPUSD1	0	0	0.00548663056429154	0.00561628827168175	0.0121942870714282
RHBDF1	0	0	0	0	0
LUC7L	0	0	0	0	0
CACNA2D2	0	0	0	0	0
BAIAP3	0	0	0	0	0
TSR3	0	0	0	0.0385574435312895	0
PIGQ	0	0	0	0	0
CRAMP1	0.205013205428388	0.0614153382300185	0.0834651954491903	0.0612921979459529	0.0342781365886386
TEAD3	0	0	0	0	0
SELE	0	0	0.356125513191507	0.398452139414238	0.708673279917256
DNAJC11	0	0	0	0	0
FMO3	0	0	0.0110442570751114	0.0293936506129293	0.0171824561140952
MYLIP	0.745041479623216	5.35656903124943	14.5297872186046	12.8811189484693	12.3407405782409
NOX1	2.70007954235453	1.61771333700337	8.2593801199227	8.48513933786783	7.14025018851633
E2F2	0.314276010445238	0	0.0709279093426114	0.0669096122795202	0.0540923348373978
PSMB1	0	0	0.0102698152540716	0.0140166761823225	0.00760837785055989
SYN1	0	0	0	0	0
JARID2	0.595651355906325	0.164711924087106	1.46352926642581	1.78204673950628	1.74535079047538
CDKL5	0	0	0	0	0
CAMK1G	0	0	0.00228252404334785	0.00233646367552385	0
CDK11A	0	0	0.00298770502114519	0.0030583091886503	0
NADK	1.02727442791855	1.01553624721713	3.69310914973725	3.63938656182366	3.74184052262287
TFAP2B	0	0	0.00370247279427862	0.00757993609632174	0.00685742910251519
TFAP2D	0	0	0.184176077980481	0.196907490447597	0.186476995815218
DLEC1	2.19598697568004	2.43608896216093	3.15674881942271	3.08959743757868	2.89651209394175
CYTH3	0.29555364480921	0	1.03323512617884	1.03221489453556	0.989782756260091
ADAM22	0.562857797869298	1.18029818476912	1.71427565905142	1.62156822930509	1.63446280202586
SYPL1	0	0	0.235689330033795	0.224620485051218	0.135473354184675
CYB561	0	0	0	0	0
SPAG9	0	0	0	0	0
CELSR3	0	0	0	0	0
AASS	0	0	0	0	0
PLEKHG6	0	0	0	0	0
SS18L2	0	0	0	0	0
MPND	0	0	0	0	0
MGST1	0	0	0	0	0
CRY1	0	0	0	0	0
PGLYRP1	0	0	0	0.0658961958656219	0.0238460317095938
NFIX	0	0	0.00482147890591027	0	0
ST3GAL1	0	0	0	0	0
MMP25	0	0	0	0	0
IL32	0	0	0	0	0
PKD1	0	0	0	0	0
MAPK8IP2	0	0	0	0	0
MED24	0	0	0	0	0
RHOBTB2	0	0	0	0	0
HEATR5B	0	0	0	0	0
SEC62	0	0	0	0	0
RPS20	0	0	0	0	0
CSDE1	0	0	0	0	0.00146097182852132
UBE3C	1.05558996830827	0.334821894953844	1.3387188048192	1.36529194785111	1.20461923181042
REV3L	2.25653126448136	1.69685760217286	17.6086040199893	16.7048792302973	18.4673419083528
TENM1	0	0	0.00412326923959611	0.00120591673575425	0.00130916489224507
PAX7	0	0	0.00469410784258405	0	0
MASP2	2.9570638571092	4.16747865433359	9.29678423413745	8.46254519674896	11.0689279650094
IYD	0	0	0	0.00300164103923698	0.000814658871375815
FAM76A	0.425526913498238	0	0.0414271889830828	0.0867399107700675	0.108814514553843
TRAF3IP3	1.47662414542098	1.12798976245149	7.27082689556501	7.39348515424318	6.58218782527234
POMT2	0	0	0.0258065707986506	0.017092978064264	0.0269911917672141
VTA1	0	0	0	0	0
MLXIPL	0.11883527650065	0.106797638006219	5.12884242842504	4.97874157398506	4.83523236367417
BAZ1B	0.810470051488145	2.03944158016975	4.41033821907315	4.90224762041788	2.46309917335753
RANBP9	0	0	0	0	0
ETV7	0	4.11557789090099	2.14704172321464	6.97328311615555	0.970736392787937
SPRTN	0	0	0.0681680868374309	0.100060461314409	0.0528844096397324
EEF1AKNMT	0	0	0	0	0
DYRK4	0	0	0	0	0.00119669623266178
ZNF207	0	0	0.345414475919438	0.244066458427135	0.24417107573196
UQCRC1	0.357173443414875	0	0.0308211985678531	0.0388302177884813	0.0395201087321919
STARD3NL	0.789593178036748	1.65575638868428	2.16111980223451	2.17105838319735	2.02106635911436
CD9	0	0	0	0	0
HHATL	0.198127374082628	0	0.00789083104182303	0.0403865189342627	0.023383643283092
NCAPD2	0	0	0	0.00600908123040447	0
IFFO1	0.769814144619337	0.395333943494096	3.73023125918671	3.35957880071081	3.40223245958801
GIPR	0.564403093658148	2.73904654349941	3.61004975324014	3.7030308117408	3.07917235576796
PHF7	0.17009270402813	0.611451399524311	3.39392055423342	3.34468247897488	3.27220861285845
SEMA3G	0	0.916995372102141	1.17096784875204	1.08925223623645	1.13066193228306
NISCH	1.13655411766843	1.24840805495462	2.07132079896077	2.09109528363423	2.07264697374327
STAB1	0	0	0	0	0
FUZ	0	0	0.0051447612707495	0	0
SLC6A13	0	0	0.0143223945628313	0.0219912829002405	0.0119370660738103
IDS	1.69305746176483	1.21724486701085	2.61217808177019	2.29574575551124	2.37059420462256
PRSS3	0	0	0	0	0
ZNF200	0	0	0	0	0
CD4	0	0	0	0	0
LRRC23	0	0	0.00497787681275337	0	0
BTK	0	0	0	0	0
HFE	0	0	0	0	0
SCMH1	0	0	0	0.0034970771810854	0.00379648986966323
FYN	0	0	0.0163999244717563	0.0220335681223871	0.0136685929972142
HIVEP2	0.0537017227921755	0	0.0356463632860706	0.0248123451724895	0.0372360652824234
FMO1	24.2252243457721	32.9067627772036	32.7363780600859	33.4538631273976	34.8604223972219
ELOA	0	0	0.164859966963942	0.111061553632914	0.0626339842344366
LYPLA2	1.98186194678595	8.6510842741208	5.67556775089316	9.51096326037528	3.78008568965985
CLCN6	0	0	0.00836487949912574	0.0161737145364539	0.0103285148968508
MRC2	1.82309649269659	1.3263420814746	0	0	0.00384228276067192
NME1-NME2	0	0	0.287689992557854	0.444865696182257	0.564580260831011
SLC6A7	0	0	0	0	0
TSPAN9	5.71777524810912	6.55355469601668	9.17929423543622	8.1710137682422	9.70435758111621
BTBD7	0	0	0	0.000686115866244012	0.00148971944325354
APBA3	0.511250765145309	0.0918925352037072	0.0447955540630154	0.0694759749119316	0.0890007538038913
MKS1	0	0	0.00372547327918668	0	0
ABHD5	4.02257174513641	1.56881607918805	2.03432930001754	1.50275492378206	2.05354851346463
ANOS1	0	0	0.00214522451744186	0.00219591954593148	0.00238392974447789
AKAP8L	0	0	0	0	0
MBTD1	0	0	0	0	0
UTP18	0	0	0.00562059934610554	0	0.00312300970225534
RNF216	0	0	0	0	0
TTC19	0	0	0	0	0
PTBP1	0	0	0	0	0
DPF1	0	0	0.180410700386214	0.226792740770849	0.149484811279516
SYT7	0	0	0	0	0
LARS2	3.18217442477581	2.40391523865534	2.2873823406749	2.01491414729918	2.92496074579821
PIK3C2A	0	0	0.0165063885620635	0.0211205755979557	0.0403548228931587
PLAUR	0	0	0	0	0
ANLN	0	0	0	0	0
WIZ	0	0	0	0.00158268901122397	0
RABGAP1	0	0	0	0	0
DCN	0	0	0	0	0
QPCTL	0	0	0	0	0
PPP5C	0	0	0	0	0
CEP68	0	0	0	0	0
MAP4K3	13.416651849701	6.92037584222185	56.7987021823579	63.0020732448236	50.7284239977816
ZBTB32	0	0	0.00277336254701045	0.00283890146482051	0.00924588743175925
TYROBP	0	0	0	0.0257191326752262	0.00930705096493517
TMEM159	0	0	0	0	0
GABRA3	0	0	0.0439300627446456	0.0580839239702277	0.0488182856396889
BRCA1	0	0	0	0.000835563197092562	0
ERCC1	0	0	0	0	0
CD22	1.02094248497274	0	0	0.0037838204925272	0.00547704475276314
SEMA3B	0	0	0	0	0
MBTPS2	0	0	0	0	0
PRICKLE3	1.25206095481538	0.562615565645454	0.0747988623045456	0.206304118675577	0.050796743696476
LTF	0	0	0	0	0
EXTL3	0.0438595628047394	0.473000730032143	1.11911492497738	1.38575972219327	0.809467310035294
NR1H4	1.89258607392711	1.41739423098111	6.21434409268592	6.86915168534166	3.93688255816758
ELOVL5	0	0	0	0	0
ALOX5	2.14763699434553	0.41359031662194	0.197542970932273	0.145925624088482	0.269313118444597
KDM5D	0.695361550040394	0.516241250818924	11.2446507606249	9.80945966149929	13.4146893370496
CALCOCO1	0.128611341054311	0.288958545178661	0.425143574746942	0.616956651514186	0.3301461382747
UBR7	0	0	0	0.00443189006106776	0
MAP4K5	0	0	0.0279126929731399	0.0285723137979022	0.0398810798040765
EHD3	0	0	0	0	0
PSMC4	0	0	0	0	0
MAN2B2	0.386442046162064	0.578827810670807	0.659241451208658	0.728210820047647	0.402880906740566
SLC7A14	0	0.0489930094321594	0.0123033613068262	0.0125941090802627	0.00643406648261905
CLDN11	0	0	1.40037865251554	1.1605287699528	1.0495320965946
SLC25A39	0.324555789194912	1.02087759188872	11.0647443912421	11.0836429635941	15.4776706270259
MVP	0	0	0.0544267319191519	0.0493819074049165	0.0756036862702802
NUB1	0	0	0	0	0
PGM3	0.153033392979575	0.0687657966033626	0.029458539779565	0.0124778033358813	0.0124172836957954
RWDD2A	1.66996827271343	2.45586396550783	14.1746765811536	10.8414890141453	10.4617204024652
CLK1	0	0	0	0	0
POLR3B	0	0	0.00159317114435018	0.00326164056717424	0
ANGEL1	0.539294869321989	0.161555333647485	1.46889278354038	1.64285033707711	1.85378735859634
RNF14	0	0	0	0	0
DNASE1L1	0	0	0.00919196516972608	0.00940918576009606	0.00817182500018993
DDX11	0.752254143642516	2.33545641520233	3.75136413854345	3.58909415502543	4.10421926330801
HEBP1	0	0.450026803092134	0.028807211263536	0.0294879709620373	0.0320126715074535
GPRC5A	0.745747680077836	0.5178862949644	1.02963253300987	1.0908162697604	1.19221117398506
MAMLD1	0	0.172618538771381	0.00127496475600229	0.00391528253380835	0.00141683370681373
CD6	0.0960375723985616	0	0	0.00130509417793612	0.00425050112044119
TACC3	0	0	0	0	0
UFL1	0	0	0	0	0
POLA2	0.513821710084977	2.63210719638981	0.877223838084812	1.03900122619157	1.27350143483563
ZC3H3	7.99623126316387	8.2227149439658	10.3174945020657	9.9155976960818	9.83215272937391
CAPN1	0	0	0	0	0
ACPP	0	0	0	0	0
MDH1	0	0	0.00152229258842919	0.00311653351188112	0.00169168240985896
SLC30A9	8.58407007721462	4.21441964064409	4.93718669760914	4.97501175476211	5.68238447858047
MTMR11	0	0	0	0	0
COX15	0.273972638903821	0	0	0.00186156358921316	0
CCDC88C	0	0	0	0	0
YAF2	0	0	0.00770907280919624	0.0193694326070552	0.00700926810838323
ZMYND11	0	0	0.064496377496561	0.0557506683512167	0.063709397926009
WAS	22.8299984684208	22.5691308364109	127.05915786965	161.256211010255	147.540035193843
DPEP1	0	0	0	0	0.00308421455067453
BID	0	0	0.00683422403622279	0.00174893187407634	0.0056960156715224
MATR3	0.403152418682059	0	0.0365203846935656	0.0225589596257476	0.0300882207131496
NPC1L1	0	0	0.0101244630833647	0.00592212575182284	0.0128583324070011
XYLT2	3.76442010756994	3.10117154440756	3.54546728829171	3.68893455539551	5.1633195392419
RGPD5	0	0	0	0	0
STMN4	0.781682863866981	1.71722431602896	8.8299948458609	9.94748487752648	12.9441385496254
NUDCD3	0	0	0.0291779157604308	0.0330113763984658	0.0938607575832995
ISL1	0	0	0.00539314165158795	0.0138014751724235	0.0209763814612614
CHDH	0.845024572753595	1.2547042395016	0.74430860824549	0.471318161670949	0.284021028509234
IL20RA	0	0	0.130083602815474	0.0739764904960787	0.0696021805037318
CLCA1	0	0	0	0	0
CLCA4	0	0	0.0881489993183828	0.12406913581894	0.176323660056317
GLT8D1	0	0	0	0.00411089141535468	0
ATP2C1	2.54814139708472	3.25424280534361	5.12410143368123	5.17138023689367	5.04926656854581
IGF1	0	0	0	0	0
SLC38A5	0	0	0.357314425852028	0.390916307778239	0.277321396148805
RALBP1	0	0	0.0954135358341531	0.103470385399744	0.0955324046129653
RUFY3	2.03811028046211	2.5971243787876	2.16216209713263	1.73786590512763	1.93781905275902
CNTN1	5.84258902974149	2.95140375880908	4.84346483685022	4.98802186932209	4.68721571500483
SLC11A1	0	0	0.0148842877220433	0.0161322637181398	0.011675650380631
WWTR1	0.0680128202009545	0	0.0216700059895732	0.0157123224659976	0.0160541927496897
AGPS	3.81461237567087	2.96336293525392	5.78601739543725	6.51757307908245	5.63052500726928
ZNF806	0	0	0	0	0
CXorf56	0	0	0	0	0
ATP1A2	0	0	0	0	0
TTC27	0	0	0	0	0
ZNF582	0	0	0	0	0.00251984932095409
VSIG2	3.55889889920917	0.355377074637143	8.63042058516526	7.83486186696963	8.219811176435
PHLDB1	0	0	0.000349815335770741	0	0.00077748056414425
MARCO	0	0	0	0	0.00812072652736527
CYP24A1	0	0	0	0	0
PRDM11	0	0	0.00217969584397751	0.00223120548411575	0.00242223679345658
SYT13	0	0	0	0	0
SNAI2	0	0	0	0	0
CD74	0	0	0.00317834310303834	0	0
HGF	0	0	0.00700975701285294	0.0119590143219677	0.0121173929204088
ZRANB1	1.14572038648549	0.0858052105789997	1.45764659080609	0.945857260262394	1.32686275690553
NCDN	1.1637011518215	0.418328758999345	5.95710829829263	5.48271895582695	5.47143487547291
ADGRA2	0.484634548010133	0.145180865894959	0.971512345388628	0.885803380505324	1.07484877091007
CCT8L1P	0	0	0.0363022222999361	0.0510951387297355	0.0504270921457359
ZFP64	1.81180042879802	1.13600285787911	5.41805455062667	4.31502653763716	5.70018492010671
MNAT1	0	0	0	0	0
SAMD4A	0	0	0	0	0
RUNX3	3.28918599715153	0.568461891443672	4.68739904607257	5.14543954867238	4.36912233521651
MRE11	1.97204892616617	0.468151175575448	3.0714930693923	3.51016154379629	2.66671763584362
PLEKHB1	0	0	0	0	0
SERPINB1	0	0	0	0	0
CYP3A43	0	0	0.0720159273441566	0.123845865267358	0.0384140852113593
SLC7A9	0	0	0	0	0
SPAST	0	0	0	0	0
NRXN3	0	0	0	0	0.000543385595442304
OSBPL5	0	0.172029515254899	0.0182968446798755	0.0156076899079554	0.00677759552404351
AQR	0	0	0	0	0
CPS1	0	0	0	0	0
C8B	3.97937235382942	4.04683692551201	14.5390699286355	12.4064784399096	14.1453752346077
FHL1	1.26893451596011	1.71059318091077	15.3518688967335	12.8256119930594	15.542316268431
RTF2	0	0	0	0.00382759099785547	0
GABRA1	2.20857901798046	1.95432067268388	9.04241255142403	8.65860361371216	10.3954707826674
NLRP2	0	0	0	0	0
SLC45A4	0.930609431797029	0.418170816565941	4.96385340281967	3.56810140485204	4.3364651354342
RNF10	0	0	0.0231749695411372	0.021086782676999	0.00715380951287813
ZNF839	0	0	0.00135889803510942	0	0.0015101064803571
ZDHHC6	0	0	0	0	0
GRAMD1B	0.0765781392332214	0	0.00813301928935935	0.00728456340805724	0.0305032616542154
RNH1	0	0	0	0	0
NDUFS1	0	0	0	0	0
RB1CC1	0	0	0	0	0
ERP44	0	0	0	0	0
ALAS1	18.7270993994883	4.5623774083197	17.4749464727407	19.0499769951683	25.9369600925587
BIRC3	0	0	0	0	0
AKAP11	0	0	0	0	0
GLRX2	0	0	0	0	0
SNAPC1	12.798738013242	14.3778328027366	25.7475331673442	28.6440318639389	27.105240742377
DERA	0	0	0.0243036474036099	0.0193495406274453	0.0210062092344022
STRAP	0	0	0.21948503884458	0.140419884643673	0.282018350638609
ABCC2	1.533243458385	3.67448195891246	4.85221098907819	4.5481744415038	5.67326213488687
DEF6	0	0	0.0235633656960423	0.00904507690439324	0.0294584943880441
PLEKHO1	0	0	0.00802137277324354	0.00351897018199278	0
GCLM	0	0	0.0517989090677627	0.0401255125580565	0.0482282255770516
UBR2	0	0	0	0	0
EHD2	0	0	0	0	0
DEPDC1	0	0	0	0	0
CCDC28A	0	4.09473624684761	0.19154420744389	0.113514614775816	0.0224060921703947
RRAGD	0	0	0	0	0
HSF2	0	0	0	0	0
PHF20	0	0	0	0	0
HSD17B6	0	0	0	0	0
NR1H3	0	0	0	0	0
TYMP	0	0	0	0	0
NCAPH2	0	0	0	0	0
TOMM34	0	0	0	0	0
SEC63	0	0	0	0	0
KPNA6	0	0	0	0	0
VIM	0	0	0	0	0
RTEL1-TNFRSF6B	0	0	0	0	0
FAS	0	0	0	0	0
RNASET2	0	0	0	0	0
CD44	0	0	0	0	0
KCNG1	0	0	0	0	0
AGPAT4	0	0	0	0	0
SLAMF7	0	0	0	0	0
BTN3A1	0	0	0	0	0
MIPEP	0	0	0	0	0
PRKCH	0	0	0	0	0
INSRR	0	0	0	0	0
IFNGR1	0	0	0	0	0
B4GALT7	0	0	0	0	0
SH2D2A	0	0	0	0	0
